selection_group,rank,pair_id,wavelength_nm,fisher,crlb_nm
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,465.0,48.659289408618726,0.14335641070158267
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,470.0,48.743563557002204,0.14323243058026236
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,475.0,44.49182562915297,0.14992010812328105
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,480.0,53.31000439534042,0.1369605971396456
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,485.0,50.13643213843458,0.14122880601788473
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,490.0,40.50163707703277,0.15713166453479205
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,495.0,39.779756385242194,0.15855098353941396
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,500.0,39.12967231687385,0.1598626082649582
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,505.0,49.31909749779956,0.1423942457884389
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,510.0,48.01766367035364,0.1443110170081708
middle,2,z08_c2_s1_hm1__z10_c1_s2_hp1,515.0,33.842838501246284,0.1718963318569505
